iteration,r2_score,mae_score,SB Level_importance,Combat Level_importance,Farming Level_importance,Fishing Level_importance,Mining Level_importance,Foraging Level_importance,Enchanting Level_importance,Alchemy Level_importance
18,-5.716700299904096,29.612578541666664,0.5348295088477842,0.00010149724096795664,0.055190483870264546,0.1704998426634725,0.0012229009862319352,0.2381557663912788,0.0,0.0
19,-4.408578261354444,8.018067714285714,0.5964756457504892,0.0062377508894048295,0.01741142156500549,0.17416891804589532,0.002482040419283935,0.20107135713077015,0.0021528661991511377,0.0
20,-3.2593774968977423,15.778517647058825,0.6132777938340032,0.19563270136263736,0.0005509984943468197,0.1853684225048852,0.0011495142924233862,0.00402056951170404,0.0,0.0
21,-12.029907368143391,11.661767144607845,0.6021270965174423,0.04784677022789859,0.0,0.14209789008911952,0.0011310689126238344,0.20679717425291574,0.0,0.0
22,0.8542198944136469,1.9914999999999998,0.6020927627396873,0.041740157976765876,0.021721630731179997,0.12515989181070836,0.002290420870140077,0.20494092023988528,0.002054215631633117,0.0
23,0.028414402749157408,7.5851461538461535,0.6822723161323594,0.00022675439628404133,0.022014061407936387,0.13717435390183566,0.050186711109876415,0.10800849084858141,0.0,0.00011731220312671519
24,0.4299976240917376,1.7924785028949544,0.6039512591430666,0.0,0.006123399077381876,0.13770870010992806,0.04886388981142,0.20329196258408122,6.0789274122248565e-05,0.0
25,-1.0437194114310575,3.5638043725490194,0.5941369614849222,0.041218919516498836,0.0002274053652170652,0.1515754053013273,0.0,0.20304006660908605,0.003811374276523832,0.005989867446424628
26,-2.539083365501844,10.85595176923077,0.6131578836785506,0.19440312210896837,0.050664550812376974,0.13757371783821842,0.0007167868137049272,0.0012165789155179506,0.0022673598326627725,0.0
27,0.8229218304170928,1.4775152664576803,0.6068880683845393,0.008642778128983716,0.001391619473224269,0.13719854317267852,0.04123894196315759,0.20462266087900066,0.0,1.7387998415964953e-05
28,-2.63645929923515,6.753530625000001,0.6148666262063218,0.0001028087036931975,0.012254000460459982,0.1647878971428597,0.00111257404982938,0.20544894163684513,0.001427151799990655,0.0
29,0.22476827123415954,17.15672,0.7314228807011727,0.24670303017616854,0.018678888897280383,0.0,0.0013341424755195217,0.0,0.0014482675751722324,0.0004127901746864232
30,0.9208588996390906,1.8525683181818173,0.6952728371175949,0.08679629394840042,0.003803591494069277,0.0,0.006235871457741551,0.20717669755496917,0.0005968767129343081,0.00011783171429034937
31,0.3916967807697683,3.0528251142857146,0.6584484412748867,0.0,0.029377981997976775,0.10574091102846121,0.0019700868475248426,0.20222093599673094,0.0021395047988361305,0.00010213805558342587
32,-2.0356303527515673,24.011658157894736,0.6071031997911063,0.0011086440003192895,0.004812727799160648,0.10671968489550214,0.0,0.2778588028251902,0.0023969406887214863,0.0
33,-2.239398577442131,12.329856623376624,0.708003830080978,0.287375544662648,0.003918679592721911,0.0,0.00042438362729156246,0.0,0.0001418178756296468,0.00013574416073084
34,-3.937121730029568,27.38584852380952,0.9873283047147108,0.001086039317897404,0.0011516181914994746,0.0033351559035412173,0.0025279407342934596,0.004570941138057851,0.0,0.0
35,-10.338460071709012,13.595982852049909,0.6071624566197507,0.003047052860831426,0.00010212071418948581,0.1763706387526728,0.0027358723038360404,0.2105249321326922,5.692661602741784e-05,0.0
36,-0.4918285390373185,10.7241375,0.9283418952869874,0.0010713924715839442,0.0010527437362488688,0.0014901577449950361,0.0012012243315784796,0.0668425864286064,0.0,0.0
37,-2.5153207035458793,9.447702333333334,0.6058353799749187,0.0,0.0,0.1506327191375509,0.04599390125700477,0.19716440457640072,0.0002656594732772358,0.00010793558084772158
38,0.7546432375530763,2.9875647058823525,0.6081104061736414,0.00015790881705165117,0.0,0.13590580714455583,0.042717599473593194,0.20455906436807297,0.008549214023084829,0.0
39,0.9171673181647444,2.1089216666666664,0.6121908789112623,0.041679608723039135,0.0,0.13040926189118965,0.0023580234847348086,0.20700935012333951,0.006352876866434611,0.0
40,0.729326166086484,2.5889225727513225,0.6030750592166848,0.0,0.0,0.1364714932321183,0.0472564050826631,0.21293040375325117,0.0002666387152825674,0.0
41,0.8448061821645337,1.5118576666666668,0.6050030281269939,0.04135642390840623,0.00010253269718277837,0.13836798917284343,0.002316608116698636,0.20668555048131712,0.00013517839496699,0.006032689101590939
42,0.8725184891626537,1.8403986104218355,0.6058116730792109,0.0,0.006157482617235278,0.1342535291617435,0.043098833167655906,0.2096389672579063,0.0010395147162480334,0.0
43,-0.1751821023313198,14.931555256410254,0.8958257389398389,0.0,0.0038560909763871694,0.0,0.009854956321196704,0.09041762977046902,4.55839921082349e-05,0.0
44,0.010965688792921258,9.680530718050067,0.6759020100384321,0.10292021351068596,0.0059118469481075665,0.0001358333569128354,0.00010394643471046359,0.00097826888987354,0.0005641598081602488,0.21348372101311724
45,0.5199416363886284,3.884213913043479,0.6621241556890026,0.0,0.00483392013214681,0.12348360417245263,0.0005288418115312278,0.2078023284684049,0.0,0.0012271497264619011
46,-57.05162708952677,7.10069,0.6594947109975595,0.0,0.010809987057150618,0.12234356389810576,0.0024542829911796695,0.20483527537225849,6.217968374586703e-05,0.0
47,-0.34461469573470827,2.729224949850908,0.6526802377493847,0.0001106417789118087,0.026456468347135616,0.11013761070828516,0.0024301486906238997,0.20207761645610203,0.006005210602023347,0.00010206566753351998
48,0.27808639666971713,12.441916732323232,0.7703459023430629,0.19995142252110956,0.016281909374945818,0.0,0.004114207898130863,0.007903899920795585,0.0011255035156591043,0.00027715442629609033
49,-0.005329171345340278,10.50242761904762,0.767798700891992,0.10182727875713957,0.0033593832188048285,0.010581461325513486,0.0004826839184511026,0.1152756222591603,0.0006748696289387346,0.0
50,-7.648942904558915,8.538692258064517,0.6659085311238357,0.002566384431307237,0.0034609901305780177,0.11869728172451671,0.0,0.20936681258976228,0.0,0.0
51,-0.7739135777596138,5.370002140056022,0.7502632934201151,0.010617073009960738,0.01445544402134804,0.11936325759791098,0.04295956941121873,0.06234136253944642,0.0,0.0
52,0.5248680445561933,2.8625682758620683,0.6477380075870319,0.005972425402877341,0.0,0.14098901115470788,0.0026071133317118068,0.20269344252367105,0.0,0.0
53,-0.12018995289305456,9.19722,0.7588448962774171,0.009693139251606657,0.0014452505196136361,0.0028510956748824313,0.00026410812318420333,0.2266628304262041,0.00023867972709185813,0.0
54,-0.2545360671340462,3.984146581196582,0.7484200402617575,0.0,0.04751038743367032,0.13181673760463428,0.006643392350604722,0.06320133116885197,0.0024081111804813474,0.0
55,-0.010540509007337828,7.512664666666666,0.6651751630254393,0.0,0.006330973170981057,0.09523240157826385,0.008887227374018418,0.2243742348512972,0.0,0.0
56,0.8962883898996691,2.3535047916666665,0.6979196506334434,0.09076254392797249,0.004303362863811076,0.0,0.000439256278165184,0.2063179088949118,0.0001305325317728553,0.00012674486992330533
57,-13.065533486491072,12.735935333333334,0.8491732436613934,0.0,0.027431337994534524,0.12129947726848513,0.00202573725785782,0.0,0.0,7.020381772919907e-05
58,0.586368552457617,3.1202302430555555,0.6011717183373461,0.006115100430092992,0.0,0.1473343361362711,0.042780420513406865,0.20259842458288294,0.0,0.0
59,0.2809948042817725,2.1942940227703986,0.6066768722492634,9.962523373351397e-05,0.04743800353829363,0.13987477781901766,0.0019012019157318095,0.20400951924396,0.0,0.0
60,-11.982557598279435,13.181314487179487,0.7001857625990587,0.0,0.00042507396963975633,0.0016069629955649822,0.004065899460442274,0.21100616347413492,0.08249599332039394,0.00021414418076544524
61,-0.5502585427031832,3.029738121212121,0.6381544043118178,0.0,0.006809580635924536,0.14571442795909917,0.0007754804895787125,0.2067803792360127,0.0017657273675670165,0.0
62,-2.5209688121036793,9.407700944055945,0.6037910703667081,0.0,0.0,0.15253225081184876,0.046041581742655206,0.19729239659528716,0.0003427004835006027,0.0
63,0.20606504375040424,14.222833864044167,0.33155680724728537,0.0,0.0015766196982823935,0.657570628631004,0.002206612075029063,0.0,0.00025539061751625756,0.006833941730882999
64,0.7337523074949275,2.9645945175438597,0.6922978462266239,0.094969433590952,0.005805211714158924,0.0,0.0,0.2063076119566168,0.0004926375337625975,0.00012725897788578463
65,0.1471135025070579,17.467471432391136,0.9580259487876871,0.0,0.0052956445832045285,0.005306448087907852,0.013002384343780721,0.014383962244684337,0.0018214841727255085,0.0021641277800100362
66,-0.9857331757288719,16.844067063492066,0.549909945459308,0.00037936739242441054,0.0,0.1690000674796394,0.05245369677429677,0.003619863465816148,0.0017291149642211547,0.222907944464294
67,0.20552050404739142,1.027412727272727,0.6091646017094344,0.041216468954219626,0.007574849996904414,0.13639068015572423,0.0018538193899393495,0.2037995797937779,0.0,0.0
68,-0.6041423373218262,4.361490049019609,0.7495010724402563,0.006297034809518131,0.04273480871078239,0.13650888283806265,0.0009793545618161951,0.06397884663956417,0.0,0.0
69,-0.2122137390695773,13.74495164835165,0.859834846675284,0.002489196265573095,0.0017348614905053244,0.0,0.007131049046805563,0.12095210970750532,5.106724792458221e-05,0.00780686956640219
70,0.16643328523413115,14.586944777705956,0.4575439120579288,0.0029529539600336337,0.0014468507234718063,0.49197209868426656,0.0019483495377689904,0.0033500848374768194,0.004675186220987345,0.03611056397806596
71,-0.05838898239227919,9.169501666666667,0.7663445094989021,0.0028574752516808202,7.023003014750619e-05,0.0013954820224322637,0.004461202629817859,0.22482973651220156,4.1364054817842234e-05,0.0
72,0.3969746296589167,5.419787181818182,0.786309221328565,0.08412565909355889,0.0036978834870048,0.00012195827995295181,0.0,0.12518140943050138,0.0005638683804169083,0.0
73,-0.14263006319909977,4.5392850000000005,0.7177723711356677,0.08684804855296596,0.002828173444711691,0.0,0.18382129874477537,0.007927952657617757,0.0006762422668417704,0.0001259131974196836
74,0.04477453813587018,3.8501145424836607,0.7628980481105619,0.04164247805291651,0.018557874452882366,0.1144341407492914,0.001002356032814003,0.06146510260153366,0.0,0.0
75,-1.6997043717158924,22.08690212121212,0.579500064171754,0.0,0.00012590081664863486,0.19145227707788812,0.0035223496443205675,0.0008230658829887123,5.835819183934196e-05,0.2245179842145606
76,-0.3068205835602411,4.9003584559884565,0.752946374168475,9.953595300504227e-05,0.0,0.13681017325921035,0.04239162891852858,0.06026188622301672,0.007490401477764395,0.0
77,0.6977058625144559,2.7520868421052636,0.6206180616697466,0.041265168664116336,0.0039031674037671017,0.1261594556548265,0.0023762710857541387,0.205677181423389,0.0,6.94098400203381e-07
78,0.8143306185974455,2.4913016666666667,0.6621466657597372,0.00011468218557089121,0.0,0.13163647073602053,0.0006744970760854209,0.20542768424258587,0.0,0.0
79,-12.83130817996369,17.502035624999998,0.6677531256039316,9.91716512275029e-05,0.004546676994738525,0.11566165693666929,0.0024107116348647192,0.20952865717856828,0.0,0.0
80,0.7315980254352159,1.625207212121212,0.615360503046712,0.00010253221300734516,0.004005153968053512,0.131943601429062,0.043715707724849985,0.20487250161831513,0.0,0.0
81,-0.07850234624414476,7.405108365591397,0.7595075273538885,0.0004631043925230178,0.008237489153292173,0.0,0.0055434823967218105,0.22610623877670835,0.0001421579268660312,0.0
82,-0.1682818680489373,21.094572986542442,0.3582166629175646,0.10960222296620861,0.01790243172140613,0.5130355222283878,0.0,0.0,0.001243160166432923,0.0
83,0.46832997994087033,8.209675625,0.7650777664475918,0.000628857591330763,0.006975369394531379,0.15169877910939195,0.0024458082124024015,0.07077788124770133,0.0023955379970502086,0.0
84,-2.805181070607166,10.763259487179488,0.583727811695708,0.006960923061710543,0.23812430170787324,0.16808053362078315,0.0007034806076896485,0.0,0.0024029493062354586,0.0
85,-1.275121494600445,2.921767916666667,0.6356115241446759,0.002723004917006409,0.000156164986897434,0.14859849397621788,0.0006933286492987046,0.20318360449917564,0.009033878826728091,0.0
86,0.94018708969218,0.6064721225264302,0.6439956369202162,8.301461620532917e-05,0.007624228187539474,0.13767044548048255,0.007045803848536017,0.20358087094702046,0.0,0.0
87,-9.689171854195488,1.836683119868637,0.605071595802441,0.04391350437414547,0.00010228662202018363,0.1440988743874818,0.0013365023742517898,0.20547723643965982,0.0,0.0
88,-1.3563755171600747,21.26681308571429,0.5394855474443646,0.0011415230048253345,0.007672603077031739,0.22232410424821342,0.003147255123167769,0.003615088056544249,0.22261387904585295,0.0
89,0.6701402850957816,2.229680291514041,0.6391576112139941,0.0005306135876095376,0.19677362696088807,0.11662654321433318,0.04348319378045073,0.0014767255435046206,0.0019516856992199917,0.0
90,-10.366792271957486,24.65955588095238,0.8665844351996875,0.0007484717215085505,0.0,0.12674955431127732,0.0022587359538761968,0.001554271750324704,0.0021045310633256535,0.0
91,-0.41788336404031456,1.8586850815217393,0.6075207902472486,0.04102316902288951,0.006944699508674561,0.13959303374221352,0.0016068100511754777,0.202843786010885,0.0,0.0004677114169132279
92,-16.58622075292437,16.040058124999998,0.5978263354837969,9.21004171716929e-05,0.0062308026749029,0.1794457179312299,0.002952060068560934,0.20737812392019989,0.00607485950413777,0.0
93,0.03310473271863512,7.073824970238095,0.6869347827271494,0.00010189841753838419,0.07033805068731946,0.13365934384632203,0.0012374627726342569,0.10619158085863231,0.0015368806904042778,0.0
94,-3.103830373204106,2.9692428110599076,0.603307138925561,9.581301835096373e-05,0.0,0.14583109554206916,0.04620850203480883,0.20309714094677184,0.001460309532438215,0.0
95,-0.2643759349092689,9.973730999999999,0.9154163219019421,0.0,0.001957205004296169,0.00667048814414918,0.007901198599521696,0.06777016202295838,0.00014613794691435426,0.00013848638021811248
96,0.7665632587904789,1.9752978921568627,0.646348013747408,0.0008707812917481347,0.006137238518305274,0.13946908584830012,0.0017161994424183607,0.20353705676925182,0.0019216243825684568,0.0
97,-0.07134342020803808,6.984195172413793,0.6692288967845612,0.00010904129206427782,0.00401830044686539,0.09385207093019787,0.0010704439055678468,0.22508114718240596,0.0,0.006640099458337507
98,0.525538336903005,2.866316853832442,0.6074648594906035,0.00030876188971458153,0.04492939023412128,0.13602618115592863,0.002269022487071228,0.20301563939240064,0.005986145350160114,0.0
99,-10.813784828668748,15.186234809523807,0.8408882525151582,3.79230907426835e-06,0.004536183975807826,0.006305806154855039,0.0,0.06318136882969984,0.08495915036305343,0.00012544585235123743
100,-3.677128953305722,4.563947289915967,0.7889211361848435,0.00010677854739077538,0.006702173125585854,0.1348628098374352,0.0018442228742476603,0.059832136474192166,0.0017473955615743345,0.005983347394730617
101,-0.3045037936368591,7.0835319696969705,0.7505295534961038,0.04140777893873162,0.0,0.1374440882694381,0.002493119999275365,0.06198490889159681,0.00010037011078392331,0.0060401802940702985
102,0.3133447255588766,1.5334817647058823,0.6464896020747153,9.39605135180857e-05,0.012324729951054523,0.13684077143290296,0.0010940849408196255,0.20315685108698955,0.0,0.0
103,-261.77322708495177,6.65984550595238,0.6022125796471016,0.06643781522902284,0.004356993622123297,0.11731126610008705,0.0020827507712815195,0.20565381659591792,0.001944778034465724,0.0
104,-1.6672925326374766,4.251430131752306,0.5848682944123977,0.05842057154795973,0.026558556542878885,0.11385425911646746,0.0007541470569431136,0.20955844833369108,0.005985722989661857,0.0
105,-14.803882710672209,13.100879959770115,0.5981185129416,0.0007569304451942267,0.04282529346018987,0.15028477272101148,0.0020088057087157517,0.20497137830732712,0.0007297619865739502,0.0003045444293876792
106,0.5172211254704886,1.9315025892857143,0.6058884963147171,9.0285195119735e-05,0.04717841807282601,0.1365652018467625,0.00244450982692922,0.1999728574480332,0.0,0.007860231295612278
107,0.027053859946598924,7.5090639999999995,0.7856100386498083,0.09735708426091132,0.005680907688699936,0.0018281506789277172,0.0,0.10848711640283475,0.0008047310768350724,0.00023197124198296376
108,-2.742387248131318,11.22098634920635,0.6009675647690695,9.227869954310575e-05,0.0004679601147647818,0.1590442396921051,0.04464712162117471,0.19478083510334265,0.0,0.0
109,0.3808680856828828,3.926784761904762,0.721452156499828,0.00010405418760896991,0.006689587772216602,0.14446071524136628,0.0012393670052378934,0.12605411929374222,0.0,0.0
110,0.9632189111707807,1.1036931464413722,0.614256408100876,8.989034788763846e-05,0.006251297003518793,0.12988163928554863,0.043717554757419404,0.2058032105047495,0.0,0.0
111,0.6788184015390626,2.0017718472686736,0.6118924188588651,0.04113118610967665,0.0,0.13195828734040135,0.008071545689236858,0.20499934932578107,0.0019472126760388586,0.0
112,-3.729939782037934,16.336972818181817,0.590434744721217,0.0,0.08957147115971525,0.11351294780203652,0.0007632332598104747,0.012148150589639037,0.19356945246758153,0.0
113,0.8395570786923586,1.4771539688979038,0.6074173027407166,0.04138271318040265,0.0,0.13979745398166138,0.0010273646313660337,0.20435381662309454,0.0,0.006021348842758818
114,0.39899620057700913,10.10404,0.7783156294363938,0.00011476331392438544,0.008844463779046682,0.14250584249781756,0.00117554566784032,0.06904375530497729,0.0,0.0
115,0.052133945030085616,1.6441806896551725,0.6006834655197081,0.04990824021865091,0.006153248238310595,0.13989706937248053,0.0,0.20335797665084998,0.0,0.0
116,-5.648611764979416,10.755850823412697,0.6469587107621817,0.07131593564611287,0.1857441584662965,0.08697159857054232,0.0011374138502299152,0.007872182704636783,0.0,0.0
117,0.5664243118493235,3.064784285714285,0.6484984730397264,9.361080047733284e-05,0.0030590730294472192,0.1359107079918623,0.0010827135795730507,0.21135542155891368,0.0,0.0
118,0.8007977632710266,2.5061833333333334,0.6129299061866744,0.04136310397281015,0.0,0.14050596984870056,0.0024945013882489773,0.20260421107719162,0.0,0.0001023075263743163
119,0.6413989402310089,3.6716954666666672,0.6708564098783383,0.0,0.0,0.12178253367624621,0.0027135672503789416,0.2046474891950365,0.0,0.0
120,-5.665378546990231,4.629000742690058,0.7414650402173951,0.00010640015639475851,0.0,0.15070689203958257,0.04294533117545249,0.0627497324518131,0.0020266039593618804,0.0
121,-6.072028076108681,9.929845238095236,0.6032317764638153,0.06410836403562704,0.0024627845876605114,0.11776399766469618,0.008591742429780978,0.20384133481841987,0.0,0.0
122,0.8092382102786781,0.8997183333333334,0.6019443945908295,0.0,0.04130894373156726,0.14295264643377176,0.0024165256971482255,0.21128482124147072,9.266830521262601e-05,0.0
123,-5.482298835646792,10.926258380952381,0.748363232297713,0.0,0.04152797770841644,0.130296246789625,0.008133213933454236,0.06976923361253466,0.0019100956582568053,0.0
124,-1.573613676336087,20.947516666666665,0.545462721332353,0.01270883657777604,0.0,0.20415340474470833,0.0020613648780183572,0.23459040575744303,0.0,0.0010232667097013507
125,-14.248750970653,2.6659418115942026,0.5963961501342403,0.0006967570034152098,0.0008099368340740257,0.15239481058637036,0.04307713216335681,0.2035795133087442,0.0030456999697992255,0.0
126,0.8841643948068617,1.7478105054945057,0.6070155387373916,0.0,0.04778032246028364,0.13942128689184535,0.0010878257495884217,0.20463222509467913,6.280106621184926e-05,0.0
127,0.6643630535016545,2.1997013310023315,0.6102881810627496,0.04771659118095515,0.006806650230733559,0.12820053249460392,0.002378212464978663,0.2045083484864248,0.00010148407955426432,0.0
128,-1.1010878766065604,16.036734545454546,0.6629829589554403,0.10410563722305612,0.2290847867688625,0.0,0.0,0.0030926267558418277,0.0006144293317889247,0.00011956096501035251
129,0.8843585708563226,1.6811076363636364,0.6960980616346223,0.08482167174155603,0.004794830755382957,0.007440043038778466,0.0,0.20626660491600196,0.0005787879136582742,0.0
130,-0.002627289663714283,8.3670875,0.7557970871885737,0.002829092696048474,7.029710491627091e-05,0.00926951213904527,0.0039984940207419845,0.22775722975366716,0.0002782870970070774,0.0
131,0.3498263045396933,3.5145796984126996,0.6587361505129945,8.765707897594272e-05,0.02768619101728859,0.11161204122887396,0.0015831310169791243,0.20029482914488791,0.0,0.0
132,-8.264854470003328,6.80003133640553,0.6094264284855228,9.182137179364908e-05,0.0060972689594829994,0.17489861776972265,0.008488304673142624,0.20099755874033534,0.0,0.0
133,0.27504092097846256,12.344781556776558,0.7693978555056581,0.19890123653933175,0.019603533651782634,0.002834759914154595,0.0,0.00794409352190311,0.0013185208671699143,0.0
134,0.6013345920204628,1.3655229640151514,0.6010050920465038,0.0,0.04115113115742158,0.14546195900491998,0.0024387646442940703,0.2039693054646668,0.0,0.005973747682193855
135,0.8984506366221632,1.691857811094453,0.6094455433149267,0.0445793321023227,0.013581449414587055,0.11880759572613431,0.007481301163739239,0.20600073111808145,0.0,0.00010404716020850139
136,0.5698416416255331,2.5788999090909095,0.6489304632835653,0.0,0.006633856074741628,0.1332877466091635,0.0,0.20427813221669433,0.0068698018158352145,0.0
137,-0.03527128843312055,5.5962435959595975,0.8287323291760103,0.09053393185995087,0.010228749677524704,0.0014798443039753834,0.0,0.06204538491078435,0.006856741922046287,0.00012301814970815884
138,-0.3996450459300418,11.480853854166666,0.9160182254243906,0.003185769616335556,0.006616095328943932,0.0,0.0011740554711891242,0.0728590390393578,0.0001468151197829139,0.0
139,-0.16038184952656076,8.725926279761904,0.7629590337977792,0.006730311579169084,0.0013736981603197354,0.0022207269851786775,0.005326126350290435,0.22116958698481856,0.0002205161424443245,0.0
140,-3.853833888857885,14.636956800000002,0.603610179341115,0.0,0.19819416054933173,0.19021204215972193,0.002617186933576791,0.005090622667593194,0.00027580834866128853,0.0
141,-0.6089799934490099,5.334048125000001,0.7889263581651315,0.001223643907816741,0.006148848537353919,0.13476840307710933,0.0,0.0629377898157147,0.0,0.005994956496873846
142,-10.546276315556154,13.430396336050725,0.8504773777705287,0.0017870667341191471,0.00044511251720377,0.14246259141598377,8.927973035320779e-05,0.002993937090198632,0.0017446347416128424,0.0
143,-11.271112049153787,12.979606309523808,0.6396364071038383,0.0,0.006193519823953764,0.14217317076246053,0.002137951136821118,0.2079287418433466,0.0019302093295795512,0.0
144,-2.7292231990450717,10.76616465909091,0.6021937036030033,0.0,0.0011414122153722743,0.34900614885223513,0.044440666922570086,0.0031102247890057487,0.0001078436178136244,0.0
145,0.340256249669608,1.8344464402173912,0.6073053735720213,0.04114703785119362,0.006156222410120426,0.13410300214991702,0.003209719311952133,0.20207649888683485,0.0,0.006002145817960586
146,-4.78788114399182,9.976905147058822,0.9280982083561489,0.0,0.006421939225137909,0.0015168334021084145,0.0,0.06326639561812701,0.0006595307514079774,3.7092647069890836e-05
147,0.839855552078339,1.593896635610766,0.6118774124803057,0.0005422738764691189,0.047411777883255395,0.13514542478167174,0.0007759459643285711,0.20096198828393916,0.0032851767300303425,0.0
148,-0.014519248426774656,18.271267450980393,0.3562261692979048,0.00020890279861950848,0.004540545355585967,0.4937206748014796,0.003659427969238789,0.0,0.13725013088001287,0.004394148897158482
149,-1.0110783791910065,15.682785672268906,0.5377328745195162,0.00011614475631373198,2.3826597314566202e-05,0.4448514851515517,0.015361198530074277,4.776098949609157e-05,0.0005793206168002768,0.0012873888389330196
150,-0.024363970623618947,19.426287959770114,0.3588509434358492,0.004127270805972642,0.0028860855969101915,0.6250332957695498,0.0,0.0075957732950895085,0.00014331927964138667,0.001363311816987324
151,0.5629883397754615,1.4033281601731606,0.6405175182518739,0.0,0.0,0.15005851059596675,0.0021308167603389556,0.20339163660437382,0.002050077233684837,0.0018514405537616322
152,0.8266469657779612,2.065212152777778,0.6095081117706938,9.603223783653759e-05,0.04731436985433208,0.1348265498404627,0.00252405224529642,0.2057308840513785,0.0,0.0
153,-2.690107413851792,10.02640379310345,0.6068372082755047,0.001087725075093276,0.049609251821469275,0.14779049430762306,0.0,0.1946753205203097,0.0,0.0
154,-2.200064009732745,11.65547383908046,0.6173725347232529,0.002926804685255586,0.0,0.13993702767799376,0.04507591887744919,0.1946877140360484,0.0,0.0
155,0.5583076264873574,3.520101363636364,0.6868212474988185,0.044595717415047566,0.0,0.14117796570964963,0.0,0.12740506937648421,0.0,0.0
156,0.2805958972305468,12.822792850274727,0.7753215291691399,0.19209297102487716,0.020856470040140233,0.003602620395064245,0.0,0.0065944103829762455,0.0014401801763727106,9.18188114295819e-05
157,-4.007573632350015,8.852846842948718,0.7565042902165093,0.0,0.013247599196268616,0.1599022789609529,0.008832149474308767,0.06141084161542377,0.0,0.0001028405365367836
158,-0.7661869164694615,5.067033636363636,0.5978511659949783,0.04102977451033873,0.0004350603545637735,0.14655382583317364,0.0010333347803571553,0.2058444805153165,0.005971572317591081,0.0012807856936807402
159,-0.8045486407059037,1.5120800000000005,0.7028859468794418,0.08083864171151038,0.0038195782671919054,0.0015173986463850664,0.0,0.2103698028111209,0.0003737787673155744,0.000194852917034251
160,0.6631237922590054,1.2055216666666666,0.6014864796145826,0.0,0.04994653028754788,0.14463062555455541,0.0012221328644907564,0.20271423167882333,0.0,0.0
161,0.6653446567708506,2.7765946617647055,0.6128659243351238,8.199535643732661e-05,0.04748517396778557,0.13042675409388302,0.001841835348399339,0.2012730886842607,0.006025228214110361,0.0
162,-0.04012312888626668,2.203619523809524,0.6434383382023606,0.006426231869852958,0.0068921552911121895,0.1402170878868613,0.0009083290217106074,0.20211785772810226,0.0,0.0
